County,Geo_id,Census_pop,N_tweets
Cheboygan County,26031,26152,76
Craighead County,05031,96443,429
Kittitas County,53037,40915,515
Miner County,46097,2389,2
Hudspeth County,48229,3476,8
Jewell County,20089,3077,8
Houston County,48225,23732,47
Howard County,48227,35012,69
Osage County,29151,13878,22
Hood County,48221,51182,113
Hopkins County,48223,35161,116
Marshall County,46091,4656,5
Elmore County,01051,79303,233
Escambia County,01053,38319,87
Etowah County,01055,104430,320
Fayette County,01057,17241,17
Franklin County,01059,31704,51
Meade County,46093,25434,43
Chenango County,36017,50477,59
Brunswick County,37019,107431,331
Chemung County,36015,88830,283
Chautauqua County,36013,134905,490
Cayuga County,36011,80026,200
Macon County,13193,14740,17
Avery County,37011,17797,108
McIntosh County,13191,14333,31
Beaufort County,37013,47759,98
Marion County,13197,8742,9
Bertie County,37015,21282,33
Clinton County,36019,82128,258
Bladen County,37017,35190,74
McMullen County,48311,707,7
Madison County,48313,13664,42
Marion County,48315,10546,16
Martin County,48317,4799,17
Mason County,48319,4012,8
Ellis County,48139,149610,584
Stephens County,48429,9630,13
Smith County,48423,209714,826
Eastland County,48133,18583,42
Starr County,48427,60968,132
Somervell County,48425,8490,34
Cobb County,13067,688078,3399
Liberty County,13179,63453,173
Clinch County,13065,6798,22
Clayton County,13063,259424,2618
Buffalo County,55011,13587,11
Clay County,13061,3183,5
Coffee County,13069,42356,83
Taliaferro County,13265,1717,7
Tattnall County,13267,25520,34
Sumter County,13261,32819,81
Talbot County,13263,6865,8
York County,45091,226073,907
Williamsburg County,45089,34423,66
McCurtain County,40089,33151,81
Brooks County,48047,7223,30
Hill County,48217,35089,125
Brazos County,48041,194851,2067
Brewster County,48043,9232,44
Lincoln County,40081,34273,89
Schoolcraft County,26153,8485,27
Logan County,40083,41848,160
Brown County,48049,38106,94
McClain County,40087,34506,115
Graham County,20065,2597,8
Rutherford County,37161,67810,138
Grant County,20067,7829,18
Sampson County,37163,63431,120
Geary County,20061,34362,114
Scotland County,37165,36157,99
Gove County,20063,2695,8
Stanly County,37167,60585,137
Stokes County,37169,47401,72
Gray County,20069,6006,16
Larimer County,08069,299630,1149
La Plata County,08067,51334,159
Lake County,08065,7310,17
Saluda County,45081,19875,31
Kit Carson County,08063,8270,18
Kiowa County,08061,1398,6
Madison County,31119,34876,124
Logan County,31113,763,2
Lincoln County,31111,36288,84
McPherson County,31117,539,1
Loup County,31115,632,2
Hemphill County,48211,3807,15
Montrose County,08085,41276,26
Morgan County,08087,28159,55
Tipton County,18159,15936,27
Moffat County,08081,13795,7
Calhoun County,12013,14625,13
Montezuma County,08083,25535,25
Sullivan County,18153,21475,34
Steuben County,18151,34185,131
Otero County,08089,18831,34
Tippecanoe County,18157,172780,964
Switzerland County,18155,10613,27
Winneshiek County,19191,21056,56
Bon Homme County,46009,7070,11
McDonald County,29119,23083,30
Lincoln County,29113,52566,85
Lewis County,29111,10211,40
Livingston County,29117,15195,21
Linn County,29115,12761,22
Caroline County,51033,28545,88
Dodge County,27039,20087,39
York County,42133,434972,1192
Jefferson County,19101,16843,34
Mingo County,54059,26839,65
Charles City County,51036,7256,8
Charlotte County,51037,12586,11
Richland County,55103,18021,21
Cherokee County,40021,46987,139
Racine County,55101,195408,667
Rusk County,55107,14755,16
Rock County,55105,160331,369
Bennett County,46007,3431,7
St. Croix County,55109,84345,192
Cottonwood County,27033,11687,27
Murray County,40099,13488,45
Clay County,47027,7861,8
Claiborne County,47025,32213,66
Chester County,47023,17131,41
Cheatham County,47021,39105,85
Cocke County,47029,35662,71
Scotland County,29199,4843,5
Union County,05139,41639,140
Wapello County,19179,35625,58
Wayne County,39169,114520,314
Fond du Lac County,55039,101633,236
Clarke County,51043,14034,42
Vinton County,39163,13435,28
Chesterfield County,51041,316236,1064
Eau Claire County,55035,98736,452
Culpeper County,51047,46689,111
Washington County,39167,61778,209
Craig County,51045,5190,13
Warren County,39165,212693,1004
Claiborne Parish,22027,17195,36
Catahoula Parish,22025,10407,20
Jackson County,08057,1394,3
Cameron Parish,22023,6839,34
Caldwell Parish,22021,10132,14
Concordia Parish,22029,20822,51
Butte County,06007,220000,731
Amador County,06005,38091,58
Hamilton County,20075,2690,8
Alpine County,06003,1175,3
Alameda County,06001,1510271,7202
Calaveras County,06009,45578,67
Franklin city,51620,8582,22
Aleutians West Census Area,02016,5561,150
Bingham County,16011,45607,54
Butler County,39017,368130,1390
Blaine County,16013,21376,35
Brown County,39015,44846,75
Boise County,16015,7028,9
Belmont County,39013,70400,237
Bonner County,16017,40877,46
Auglaize County,39011,45949,123
Bonneville County,16019,104234,151
Traverse County,27155,3558,7
Wabasha County,27157,21676,52
Swift County,27151,9783,19
Carroll County,39019,28836,52
Washington Parish,22117,47168,80
Lee County,21129,7887,5
Lawrence County,21127,15860,48
Laurel County,21125,58849,170
Plymouth County,19149,24986,84
Larue County,21123,14193,33
Hancock County,19081,11341,24
Knox County,21121,31883,107
Siskiyou County,06093,44900,77
Henry County,19087,20145,31
Nelson County,21179,43437,117
Hanson County,46061,3331,9
Clearfield County,42033,81642,126
Gadsden County,12039,46389,66
Clarion County,42031,39988,157
Hughes County,46065,17022,25
Belknap County,33001,60088,214
Hutchinson County,46067,7343,9
Clinton County,42035,39238,657
Escambia County,12033,297619,1258
Duval County,12031,864263,3666
Crawford County,42039,88765,225
Franklin County,12037,11549,40
Alfalfa County,40003,5642,6
Flagler County,12035,95696,216
Northumberland County,51133,12330,13
Northampton County,51131,12389,53
Orange County,51137,33481,65
Nottoway County,51135,15853,35
Appling County,13001,18236,36
Page County,51139,24042,79
Howard County,19089,9566,18
Atkinson County,13003,8375,8
Palo Alto County,19147,9421,17
Ware County,13299,36312,89
Jerome County,16053,22374,18
Union County,13291,21356,48
Schley County,13249,5010,7
Upson County,13293,27153,46
Walker County,13295,68756,158
Walton County,13297,83768,180
Putnam County,12107,74364,95
Wrangell City and Borough,02275,2369,1
Polk County,12105,602095,1703
Pinellas County,12103,916542,3381
Pasco County,12101,464697,984
St. Johns County,12109,190039,842
Genesee County,26049,425790,1331
Conway County,05029,21273,52
Delta County,26041,37069,88
Clay County,05021,16083,32
Dickinson County,26043,26168,47
Cleburne County,05023,25970,42
Eaton County,26045,107759,407
Cleveland County,05025,8689,12
Emmet County,26047,32694,96
Columbia County,05027,24552,91
Labette County,20099,21607,63
Jackson County,48239,14075,38
Johnson County,20091,544179,2247
Kearny County,20093,3977,5
Hutchinson County,48233,22150,37
Hunt County,48231,86129,276
Lowndes County,13185,109233,587
Lumpkin County,13187,29966,135
Lincoln County,13181,7996,24
Dale County,01045,50251,105
DeKalb County,01049,71109,156
McDuffie County,13189,21875,65
Albany County,36001,304204,1659
Allegany County,36003,48946,129
Bronx County,36005,1385108,3472
Broome County,36007,200600,771
Cattaraugus County,36009,80317,383
Pope County,05115,61754,218
Prairie County,05117,8715,15
Poinsett County,05111,24583,43
Polk County,05113,20662,25
McLennan County,48309,234906,1212
Pulaski County,05119,382748,1924
Sutton County,48435,4128,12
Swisher County,48437,7854,13
Calhoun County,26025,136146,463
Stonewall County,48433,1490,2
Tarrant County,48439,1809034,10035
Suwannee County,12121,41551,62
Donley County,48129,3677,16
DeWitt County,48123,20097,58
Denton County,48121,662614,3156
Charlevoix County,26029,25949,68
Dickens County,48125,2444,1
Colquitt County,13071,45498,106
Columbia County,13073,124053,334
Cook County,13075,17212,39
Coweta County,13077,127317,370
Mineral County,30061,4223,4
Crawford County,13079,12630,22
Tift County,13277,40118,124
Thomas County,13275,44720,106
Terrell County,13273,9315,17
Telfair County,13271,16500,13
Union County,45087,28961,68
Sumter County,45085,107456,261
Spartanburg County,45083,284307,1079
Toombs County,13279,27223,92
Marshall County,18099,47051,144
Lawrence County,18093,46134,94
LaPorte County,18091,111467,286
Marion County,18097,903393,5509
Madison County,18095,131636,422
Calhoun County,48057,21381,50
Caldwell County,48055,38066,122
Burnet County,48053,42750,115
Burleson County,48051,17187,35
Major County,40093,7527,14
McIntosh County,40091,20252,53
Mayes County,40097,41259,116
Marshall County,40095,15840,27
Harper County,20077,6034,11
Benton County,18007,8854,15
Yancey County,37199,17818,28
Greenwood County,20073,6689,13
Wilson County,37195,81234,254
Yadkin County,37197,38406,75
Wayne County,37191,122623,335
Wilkes County,37193,69340,104
Harvey County,20079,34684,104
Mineral County,08079,712,1
Parmer County,48369,10269,13
Las Animas County,08071,15507,22
Lincoln County,08073,5467,7
Logan County,08075,22709,32
Mesa County,08077,146723,342
Vigo County,18167,107848,530
Wilson County,20205,9409,10
Vermillion County,18165,16212,31
Vanderburgh County,18163,179703,842
Union County,18161,7516,17
Woodson County,20207,3309,6
Wabash County,18169,32888,118
Pitkin County,08097,17148,98
Phillips County,08095,4442,4
Park County,08093,16206,217
Ouray County,08091,4436,15
Washington County,20201,5799,12
Prowers County,08099,12551,29
Marion County,29127,28781,53
Runnels County,48399,10501,15
Maries County,29125,9176,8
Cherokee County,19035,12072,38
Madison County,29123,12226,12
Wichita County,20203,2234,5
Macon County,29121,15566,41
Edwards County,17047,6721,11
Mercer County,29129,3785,4
Camas County,16025,1117,1
San Saba County,48411,6131,14
Canyon County,16027,188923,331
Santa Fe County,35049,144170,384
San Juan County,35045,130044,238
San Miguel County,35047,29393,67
Roosevelt County,35041,19846,64
Sandoval County,35043,131561,321
Refugio County,48391,7383,41
Nemaha County,20131,10178,18
Winnebago County,55139,166994,534
Waushara County,55137,24496,21
Robertson County,48395,16622,39
Waupaca County,55135,52410,67
Waukesha County,55133,389891,1256
Washington County,55131,131887,260
Hale County,01065,15760,33
Kimball County,31105,3821,6
Knox County,31107,8701,8
Keith County,31101,8368,27
Keya Paha County,31103,824,3
Lancaster County,31109,285407,1284
Jones County,37103,10153,19
Campbell County,47013,40716,82
Bradley County,47011,98963,336
Carroll County,47017,28522,71
Cannon County,47015,13801,395
Atchison County,29005,5685,18
Carter County,47019,57424,109
Tuscarawas County,39157,92582,269
Shelby County,19165,12167,35
Trumbull County,39155,210312,641
Sioux County,19167,33704,88
Summit County,39153,541781,2395
Dickenson County,51051,15903,11
Stark County,39151,375586,1325
Scott County,19163,165224,642
Brown County,27015,25893,93
Carlton County,27017,35386,77
Big Stone County,27011,5269,14
Story County,19169,89542,1140
Blue Earth County,27013,64013,461
Clark County,53011,425363,1141
Brown County,55009,248007,959
Gilchrist County,12041,16939,22
Ashland County,55003,16157,31
Jasper County,28061,17062,26
Adams County,55001,20875,35
Christian County,29043,77422,149
Bayfield County,55007,15014,35
Barron County,55005,45870,65
De Soto Parish,22031,26656,56
East Baton Rouge Parish,22033,440171,2383
East Carroll Parish,22035,7759,5
East Feliciana Parish,22037,20267,35
Evangeline Parish,22039,33984,62
Colusa County,06011,21419,67
Contra Costa County,06013,1049025,2838
Del Norte County,06015,28610,45
El Dorado County,06017,181058,483
Fresno County,06019,930450,6059
Ringgold County,19159,5131,6
Fredericksburg city,51630,24286,234
Clark County,39023,138333,361
Adams County,16003,3976,1
Champaign County,39021,40097,88
Parker County,48367,116927,278
Clinton County,39027,42040,160
Bear Lake County,16007,5986,10
Clermont County,39025,197363,537
Bannock County,16005,82839,168
Pope County,27121,10995,25
Columbiana County,39029,107841,292
Benewah County,16009,9285,3
Red Lake County,27125,4089,6
Redwood County,27127,16059,39
Orange County,48361,81837,153
Livingston County,21139,9519,19
Leslie County,21131,11310,14
Branch County,26023,45248,115
Shannon County,46113,13586,38
Lincoln County,21137,24742,31
DeSoto County,12027,34862,37
Collier County,12021,321520,968
Washington County,42125,207820,776
Spink County,46115,6415,15
Williamsburg city,51830,14068,211
Dixie County,12029,16422,13
Jerauld County,46073,2071,7
Columbia County,36021,63096,176
Stanley County,46117,2966,21
Bedford County,42009,49762,132
Kittson County,27069,4552,14
Santa Clara County,06085,1781642,8843
Armstrong County,42005,68941,113
Lake County,46079,11200,40
Allegheny County,42003,1223348,7633
Adams County,42001,101407,330
Venango County,42121,54984,84
Nelson County,51125,15020,79
Warren County,42123,41815,58
Montgomery County,51121,94392,886
Bell County,48027,310235,865
Gregory County,46053,4271,9
Calhoun County,45017,15175,595
Harrison County,19085,14928,39
Bowman County,38011,3151,9
Baylor County,48023,3726,6
St. Lucie County,12111,277789,535
Santa Rosa County,12113,151372,331
Santa Barbara County,06083,423895,2092
Sarasota County,12115,379448,1089
Seminole County,12117,422718,1476
Sumter County,12119,93420,125
Hughes County,40063,14003,25
Hillsdale County,26059,46688,124
Williamson County,17199,66357,186
Will County,17197,677560,2099
Gogebic County,26053,16427,33
Whiteside County,17195,58498,110
Gladwin County,26051,25692,34
White County,17193,14665,30
Gratiot County,26057,42476,98
Wayne County,17191,16760,15
Grand Traverse County,26055,86986,353
Hays County,48209,157107,1645
Harrison County,48203,65631,156
Summit County,08117,27994,263
Harris County,48201,4092459,18801
Haskell County,48207,5899,12
Hartley County,48205,6062,11
Stark County,17175,5994,10
Stephenson County,17177,47711,93
Poweshiek County,19157,18914,65
Scott County,17171,5355,12
Jackson County,40065,26446,43
Shelby County,17173,22363,40
Lauderdale County,01077,92709,447
Lamar County,01075,14564,22
Henry County,01067,17302,30
Tazewell County,17179,135394,316
Jackson County,01071,53227,119
Patrick County,51141,18490,21
Montgomery County,48339,455746,1627
Montague County,48337,19719,55
Mitchell County,48335,9403,15
Mills County,48333,4936,13
Milam County,48331,24757,62
Taylor County,48441,131506,503
Dawson County,48115,13833,23
Dallas County,48113,2368139,15175
Dallam County,48111,6703,11
Titus County,48449,32334,98
Woods County,40151,8878,43
Delta County,48119,5231,15
Pocahontas County,19151,7310,22
Shackelford County,48417,3378,9
Fannin County,48147,33915,49
DeKalb County,13089,691893,3344
Dawson County,13085,22330,137
Decatur County,13087,27842,68
Crisp County,13081,23439,61
Dade County,13083,16633,57
St. Clair County,26147,163040,487
Tompkins County,36109,101564,607
Rabun County,13241,16276,60
Rockdale County,13247,85215,289
Richmond County,13245,200549,895
Steuben County,36101,98990,222
Suffolk County,36103,1493350,6750
Holt County,29087,4912,18
Sullivan County,36105,77547,240
Tioga County,36107,51125,94
Garden County,31069,2057,3
Camp County,48063,12401,26
Cameron County,48061,406220,1371
Cass County,48067,30464,44
Carson County,48065,6182,16
Marshall County,28093,37144,86
Reeves County,48389,13783,34
Doniphan County,20043,7945,32
Dickinson County,20041,19754,33
Edwards County,20047,3037,7
Douglas County,20045,110826,1094
Watauga County,37189,51079,596
Washington County,37187,13228,32
Elk County,20049,2882,4
Warren County,37185,20972,47
Wake County,37183,900993,5905
Vance County,37181,45422,97
Marshall County,01095,93019,270
Mobile County,01097,412992,1421
Marengo County,01091,21027,57
Franklin County,31061,3225,3
Marion County,01093,30776,61
Monroe County,01099,23068,33
Warren County,18171,8508,13
Warrick County,18173,59689,136
Washington County,18175,28262,45
Wayne County,18177,68917,212
Wells County,18179,27636,42
Jackson County,54035,29211,66
Jefferson County,54037,53498,187
Hardy County,54031,14025,32
Harrison County,54033,69099,202
Kanawha County,54039,193063,836
Miller County,29131,24748,186
Mississippi County,29133,14358,30
Moniteau County,29135,15607,16
Lee County,45061,19220,52
Montgomery County,29139,12236,33
Kosciusko County,18085,77358,234
Lexington County,45063,262391,921
Johnson County,18081,139654,477
Knox County,18083,38440,131
Lake County,18089,496005,1531
McCormick County,45065,10233,14
Blaine County,31009,478,2
Payne County,40119,77350,730
Union County,35059,4549,8
Arthur County,31005,460,1
Torrance County,35057,16383,45
Banner County,31007,690,2
Marion County,45067,33062,92
Adams County,31001,31364,101
Socorro County,35053,17866,105
Antelope County,31003,6685,7
Sierra County,35051,11988,24
Wright County,19197,13229,27
Marlboro County,45069,28933,53
Ottawa County,40115,31848,95
Washburn County,55129,15911,34
District of Columbia,11001,601723,10157
Coryell County,48099,75388,151
Trempealeau County,55121,28816,63
Vernon County,55123,29773,36
Vilas County,55125,21430,37
Walworth County,55127,102228,435
Lowndes County,28087,59779,205
Lincoln County,28085,34869,58
Valley County,31175,4260,6
Lee County,28081,82910,369
Wayne County,31179,9595,61
Madison County,28089,95203,662
Blount County,47009,123010,391
Benton County,47005,16489,27
Bledsoe County,47007,12876,11
Anderson County,47001,75129,192
Bedford County,47003,45058,92
Lee County,19111,35862,46
Calumet County,55015,48971,88
Linn County,19113,211226,774
Sandusky County,39143,60944,247
Louisa County,19115,11387,28
Scioto County,39145,79499,214
Buchanan County,51027,24098,29
Burnett County,55013,15457,41
Lyon County,19119,11581,21
Beltrami County,27007,44442,201
Becker County,27005,32504,56
Clark County,55019,34690,46
Aitkin County,27001,16202,182
Clark County,46025,3691,13
Essex County,51057,11151,28
Carver County,27019,91042,358
Salt Lake County,49035,1029655,4291
Sac County,19161,10350,15
Rich County,49033,2264,4
Dinwiddie County,51053,28001,52
Scott County,27139,129928,567
Cass County,19029,13956,39
Defiance County,39039,39037,114
Elmore County,16039,27038,32
Calhoun County,19025,9670,17
Cuyahoga County,39035,1280122,6465
Carroll County,19027,20816,44
Rice County,27131,64142,188
Buena Vista County,19021,20260,68
St. Louis County,27137,200226,879
Cassia County,16031,22952,18
Crawford County,39033,43784,73
Lucas County,39095,441815,1883
Suffolk city,51800,84585,230
Fairfax County,51059,1081726,4877
Hendry County,12051,39140,64
Hernando County,12053,172778,270
Highlands County,12055,98786,111
Union County,39159,52300,139
Hillsborough County,12057,1229226,6773
Holmes County,12059,19927,23
Logan County,39091,45858,118
Butler County,42019,183862,740
Faulk County,46049,2364,3
Fall River County,46047,7094,9
Berks County,42011,411442,1308
Edmunds County,46045,4071,10
Blair County,42013,127089,326
Douglas County,46043,3002,4
Bradford County,42015,62622,104
Dewey County,46041,5301,18
Bucks County,42017,625249,2206
Richmond County,51159,9254,24
Nacogdoches County,48347,64524,362
Prince William County,51153,402002,1538
Pulaski County,51155,34872,89
Rappahannock County,51157,7373,7
Motley County,48345,1210,3
Morris County,48343,12934,17
Harrison County,21097,18846,33
Harlan County,21095,29278,58
Hardin County,21093,105543,652
Hancock County,21091,8565,16
Moore County,48341,21904,25
Covington city,51580,5961,14
Hart County,21099,18199,28
Ionia County,26067,63905,105
Nevada County,05099,8997,21
Ingham County,26065,280895,2429
Huron County,26063,33118,68
Houghton County,26061,36628,126
Iosco County,26069,25887,52
Washington County,17189,14716,42
Union County,17181,17808,29
Vermilion County,17183,81625,286
Wabash County,17185,11947,17
Warren County,17187,17707,64
Hoke County,37093,46952,93
Sangamon County,17167,197465,734
Saline County,17165,24913,58
St. Clair County,17163,270056,871
Rock Island County,17161,147546,502
Geneva County,01061,26790,31
Winston County,01133,24484,41
Mississippi County,05093,46480,131
Schuyler County,17169,7544,9
Hinsdale County,08053,843,1
Cass County,17017,13642,25
Midland County,48329,136872,383
Roane County,54087,14926,30
Matagorda County,48321,36702,74
Maverick County,48323,54258,220
Medina County,48325,46006,161
Menard County,48327,2242,5
Travis County,48453,1024266,10173
Tom Green County,48451,110224,348
Tyler County,48457,21766,25
Trinity County,48455,14585,37
Culberson County,48109,2398,9
Upshur County,48459,39309,45
Early County,13099,11008,29
Douglas County,13097,132403,439
Dougherty County,13095,94565,446
Dooly County,13093,14918,32
Dodge County,13091,21796,36
Hidalgo County,48215,774769,2714
Westchester County,36119,949113,4248
Stewart County,13259,6058,13
Henderson County,48213,78532,174
Spalding County,13255,64073,153
Ulster County,36111,182493,881
Screven County,13251,14593,31
Washington County,36115,63216,112
Jefferson County,20087,19126,32
Cochran County,48079,3127,3
Childress County,48075,7041,10
Clay County,48077,10752,25
Greer County,40055,6239,5
Chambers County,48071,35096,117
Cherokee County,48073,50845,58
Harford County,24025,244826,785
Adams County,53001,18728,47
Howard County,24027,287085,1266
Frederick County,24021,233385,880
Franklin County,20059,25992,67
Garrett County,24023,30097,92
Finney County,20055,36776,116
Ford County,20057,33848,128
Kent County,24029,20197,72
Ellis County,20051,28452,191
Ellsworth County,20053,6497,13
Wagoner County,40145,73085,153
Washington County,40147,50976,115
Limestone County,01083,82782,267
Lee County,01081,140247,1345
Alcona County,26001,10942,18
Washita County,40149,11629,173
Madison County,01089,334811,1439
Alger County,26003,9601,17
Jackson County,20085,13462,31
Whitley County,18183,33292,76
Hampshire County,54027,23964,28
Greenbrier County,54025,35480,113
Grant County,54023,11937,12
Gilmer County,54021,8693,13
Florence County,55037,4423,5
Deer Lodge County,30023,9298,6
Hancock County,54029,30676,76
Asotin County,53003,21623,15
Yakutat City and Borough,02282,662,6
Chouteau County,30015,5813,3
Custer County,30017,11699,18
Carter County,30011,1160,1
Cascade County,30013,81327,142
Warren County,34041,108692,382
Brown County,31017,3145,6
Valencia County,35061,76569,71
Boyd County,31015,2099,1
Daniels County,30019,1751,3
Box Butte County,31013,11308,20
Boone County,31011,5505,17
Zavala County,48507,11677,57
Musselshell County,30065,4538,2
Renville County,27129,15730,20
Mahnomen County,27087,5413,13
Kennebec County,23011,122151,299
Sherman County,31163,3152,4
Knox County,23013,39736,85
Ada County,16001,392365,1279
Lincoln County,23015,34457,62
Monroe County,28095,36989,61
Oxford County,23017,57833,119
Montgomery County,28097,10925,35
Penobscot County,23019,153923,507
Neshoba County,28099,29676,79
Thayer County,31169,5228,9
Haskell County,20081,4256,10
Henry County,47079,32330,53
Hardin County,47071,26026,42
Hawkins County,47073,56833,92
Haywood County,47075,18787,38
Ramsey County,27123,508640,2817
Henderson County,47077,27769,50
Kewaunee County,55061,20574,29
Johnson County,19103,130882,1207
La Crosse County,55063,114638,461
Campbell County,51031,54842,172
Lafayette County,55065,16836,19
Keokuk County,19107,10511,15
Langlade County,55067,19977,15
Jones County,19105,20638,33
Lincoln County,55069,28743,37
Poquoson city,51735,12150,21
Cook County,27031,5176,55
Kossuth County,19109,15543,30
Dakota County,27037,398552,1326
Crow Wing County,27035,62500,216
Clarke County,13059,116714,1385
Loudon County,47105,48556,149
McMinn County,47107,52266,140
Lewis County,47101,12161,22
Lincoln County,47103,33361,79
McNairy County,47109,26075,40
Norman County,27107,6852,11
Nobles County,27105,21378,59
Nicollet County,27103,32727,129
Murray County,27101,8725,15
Douglas County,29067,13684,9
Olmsted County,27109,144248,583
Franklin County,39049,1163414,7313
Caribou County,16029,6963,6
Clarke County,19039,9286,18
Delaware County,39041,174214,810
Chickasaw County,19037,12439,17
Erie County,39043,77079,992
Butte County,16023,2891,5
Fairfield County,39045,146156,433
Cerro Gordo County,19033,44151,149
Fayette County,39047,29030,95
Cedar County,19031,18499,50
Virginia Beach city,51810,437994,1824
Letcher County,21133,24519,35
Hancock County,13141,9429,21
Washington County,12133,24896,26
Lewis County,21135,13870,21
Glades County,12043,12884,14
Haralson County,13143,28780,66
Hamilton County,12047,14799,43
Gulf County,12045,15863,40
Hardee County,12049,27731,30
La Paz County,04012,20489,84
Harris County,13145,32024,79
Hand County,46059,3431,7
Grant County,46051,7356,15
Hart County,13147,25213,60
Haakon County,46055,1937,3
Hamlin County,46057,5903,9
Prince George County,51149,35725,185
Bibb County,01007,22915,33
Pittsylvania County,51143,63506,119
Dunklin County,29069,31953,64
Prince Edward County,51147,23368,139
Powhatan County,51145,28046,54
Seward County,20175,22952,87
Walton County,12131,55043,482
Columbia County,12023,67531,126
Sullivan County,33019,43742,59
Grant County,21081,24662,57
Graves County,21083,37121,102
Grayson County,21085,25746,46
Green County,21087,11258,23
Greenup County,21089,36910,86
Iron County,26071,11817,16
Isabella County,26073,70311,778
Jackson County,26075,160248,523
Kalamazoo County,26077,250331,1445
Rio Blanco County,08103,6666,8
Kalkaska County,26079,17153,26
Fentress County,47049,17959,12
Lewis County,36049,27087,35
Floyd County,51063,15279,37
Pulaski County,17153,6161,13
Pope County,17151,4470,4
Jackson County,46071,3031,10
Randolph County,17157,33476,42
Putnam County,17155,6006,7
Grayson County,48181,120877,327
Miller County,05091,43462,109
Richland County,17159,16233,32
Monroe County,05095,8149,24
Montgomery County,05097,9487,15
Kingsbury County,46077,5148,11
Gregg County,48183,121730,368
Wilkinson County,13319,9563,850
Wilcox County,13315,9255,11
Wilkes County,13317,10593,25
Jones County,46075,1006,3
White County,13311,27144,143
Whitfield County,13313,102599,246
Hamilton County,36041,4836,23
Jefferson County,17081,38827,102
Beaver County,42007,170539,511
Jersey County,17083,22985,43
Jo Daviess County,17085,22678,59
Yell County,05149,22185,21
Kane County,17089,515269,1558
White County,05145,77076,201
Guadalupe County,48187,131533,411
Washington County,05143,203065,1160
Van Buren County,05141,17295,18
Freeborn County,27047,31255,65
Sullivan County,29211,6714,9
Victoria County,48469,86793,281
Van Zandt County,48467,52579,111
Val Verde County,48465,48879,100
Uvalde County,48463,26405,90
Upton County,48461,3355,6
Meade County,20119,4575,10
Marion County,20115,12660,27
Marshall County,20117,10117,15
Lyon County,20111,33690,150
McPherson County,20113,29180,124
Yates County,36123,25348,77
Wyoming County,36121,42155,90
Kenedy County,48261,416,8
Kent County,48263,808,2
Kerr County,48265,49625,103
Kimble County,48267,4607,15
Oglethorpe County,13221,14899,25
Paulding County,13223,142324,280
Peach County,13225,27695,166
Pickens County,13227,29431,84
Garvin County,40049,27576,68
Addison County,50001,36821,109
Ellis County,40045,4151,7
Garfield County,40047,60580,144
Delaware County,40041,41487,73
Dewey County,40043,4810,11
Archer County,48009,9054,23
Anderson County,48001,58458,84
Andrews County,48003,14786,27
Angelina County,48005,86771,233
Aransas County,48007,23158,58
Cloud County,20029,9533,19
St. Mary's County,24037,105151,302
Queen Anne's County,24035,47798,192
Prince George's County,24033,863420,4280
Galveston County,48167,291309,1272
Cherokee County,20021,21603,40
Cheyenne County,20023,2726,4
Clark County,20025,2215,1
Clay County,20027,8535,13
Somerset County,24039,26470,76
Gwinnett County,13135,805321,3287
Seminole County,40133,25482,60
Sequoyah County,40135,42391,84
Stephens County,40137,45048,63
Iron County,55051,5916,20
Texas County,40139,20640,48
Hall County,13139,179684,649
Jackson County,55053,20449,41
Wahkiakum County,53069,3978,4
Calhoun County,54013,7627,13
Cabell County,54011,96319,582
Doddridge County,54017,8202,15
Clay County,54015,9386,11
Fayette County,54019,46039,147
Wichita County,48485,131500,528
Wilbarger County,48487,13535,38
Wharton County,48481,41280,84
Wheeler County,48483,5410,14
Burleigh County,38015,81308,261
Powder River County,30075,1743,1
Cass County,38017,149778,888
Fulton County,05049,12245,17
Willacy County,48489,22134,43
Burke County,38013,1968,6
McDonough County,17109,32612,220
Garza County,48169,6461,16
Broadwater County,30007,5612,9
Chase County,31029,3966,8
Blaine County,30005,6491,3
Big Horn County,30003,12865,18
Beaverhead County,30001,9246,23
Butler County,31023,8395,10
Johnson County,56019,8569,10
Burt County,31021,6858,18
Cedar County,31027,8852,11
Cass County,31025,25241,92
Carbon County,30009,10078,16
Dodge County,55027,88759,126
Montgomery County,24031,971777,3920
Comanche County,20033,1891,4
Aroostook County,23003,71870,102
Androscoggin County,23001,107702,306
Kemper County,28069,10456,31
Franklin County,23007,30768,82
Seward County,31159,16750,62
Cumberland County,23005,281674,1441
Scotts Bluff County,31157,36970,68
Jones County,28067,67761,137
Hancock County,23009,54418,171
Sarpy County,31153,158840,564
Jefferson County,28063,7726,15
Chisago County,27025,53887,140
Clay County,27027,58999,247
Cass County,27021,28567,88
Chippewa County,27023,12441,84
Hamblen County,47063,62544,156
Grundy County,47061,13703,28
Clearwater County,27029,8695,14
Staunton city,51790,23746,99
Marathon County,55073,134063,510
Manitowoc County,55071,81442,180
Marquette County,55077,15404,19
Muscatine County,19139,42745,120
Marinette County,55075,41749,97
Montgomery County,19137,10740,15
Menominee County,55078,4232,12
Milwaukee County,55079,947735,4697
Monona County,19133,9243,42
Chesapeake city,51550,222209,698
Mitchell County,19131,10776,19
Washington County,50023,59534,210
Rutland County,50021,61642,227
Windsor County,50027,56670,195
Windham County,50025,44513,171
Greene County,13133,15994,77
Marshall County,47117,30617,75
Marion County,47115,28237,104
Madison County,47113,98294,356
Butts County,13035,23655,48
