County,Geo_id,Census_pop,N_tweets
Box Butte County,31013,11308,609
Fulton County,13121,920581,250520
Perry County,42099,45969,3658
Jefferson Davis Parish,22053,31594,4894
New Castle County,10003,538479,113545
Crockett County,48105,3719,1182
Clay County,29047,221939,22992
Worth County,13321,21679,641
Monroe County,18105,137974,42871
Los Angeles County,06037,9818605,1943712
Poquoson city,51735,12150,1532
Kent County,26081,602622,106317
Glynn County,13127,79626,13552
Cottle County,48101,1505,17
Peoria County,17143,186494,33586
